M  = 7648
NX = 200
NY = 200

u_rad, v_rad, vis_r, vis_i, noise_std_dev
1.703041e-01, 2.616685e-01, -6.982139e-01, -2.234190e+00, 1.436476e-01
-4.987754e-01, 1.759333e-01, -1.638851e+00, 5.083249e-01, 4.992165e-02
8.080290e-02, -6.097863e-02, -9.504081e-01, -3.170780e+00, 5.851633e-01
-1.114323e-01, -1.284564e-02, 3.881658e+00, 2.749461e-01, 8.561566e-02
-1.101744e-02, 1.529837e-02, 2.619711e+00, 9.429078e+00, 9.874363e-02
3.429016e-01, 1.850755e-01, -3.583740e+00, -1.872491e+00, 1.630729e-01
5.795790e-01, -2.369120e-01, 1.181561e+00, 1.285525e+00, 2.099257e-01
3.873432e-01, -1.887789e-01, -1.639089e+00, 2.771431e-01, 2.870287e-02
4.877580e-01, -1.606349e-01, 8.573917e-01, -1.445918e+00, 2.545492e-02
8.416779e-01, 9.142298e-03, 8.155309e-01, -9.106396e-03, 3.730687e-02
-1.922353e-01, 4.813296e-02, -2.064650e+00, 5.721391e-01, 2.541379e-01
-9.182043e-02, 7.627682e-02, -2.689818e+00, -4.423834e-01, 1.765125e-01
2.620990e-01, 2.460540e-01, 2.757896e+00, -3.366054e+00, 4.905895e-01
1.004148e-01, 2.814401e-02, -2.341255e+00, 3.517679e+00, 4.992104e-02
4.543345e-01, 1.979211e-01, -1.761071e+00, -3.162112e-01, 7.154836e-02
3.539193e-01, 1.697771e-01, -1.172743e+00, 3.037652e+00, 9.914291e-02
1.337901e-01, -1.295303e-01, -3.599419e+00, 4.785495e-01, 1.060295e-01
-3.820979e-02, -5.292319e-02, 7.281691e+00, -6.682870e+00, 1.132996e-01
-5.366777e-01, 1.230475e-01, -3.231861e-01, 1.409972e+00, 3.561128e-02
4.232522e-02, -1.139078e-01, -2.469273e+00, -9.893264e-01, 3.149518e-01
-1.495529e-01, -6.576052e-02, 1.510920e+00, -3.726937e+00, 5.987115e-02
-4.918696e-02, -3.762396e-02, 1.000075e+01, 4.553778e+00, 1.181834e-01
3.040578e-01, 1.321266e-01, -3.184596e+00, 1.747485e+00, 1.047621e-01
-1.719996e-01, 7.660690e-02, -2.044301e+00, 1.994515e+00, 1.826576e-01
-6.704674e-01, 2.525775e-01, 6.387936e-01, -1.222122e+00, 6.596396e-02
-9.146460e-02, 1.562224e-02, 3.664485e+00, -2.197849e+00, 6.185991e-01
-2.833429e-01, 6.376969e-02, -1.911387e+00, 1.754250e+00, 7.969852e-02
-1.829768e-01, 9.190616e-02, -2.496555e+00, -1.872264e+00, 8.010571e-02
1.702674e-01, 2.616559e-01, -5.968439e-01, -2.051429e+00, 1.190429e-01
-4.984675e-01, 1.759707e-01, -1.533829e+00, 5.499949e-01, 4.788816e-02
8.053487e-02, -6.098474e-02, -9.269492e-01, -3.747622e+00, 4.931148e-01
-1.113431e-01, -1.283728e-02, 3.785373e+00, -4.880796e-02, 7.679149e-02
-1.097719e-02, 1.529921e-02, 3.684467e+00, 9.280611e+00, 1.255321e-01
3.422671e-01, 1.850497e-01, -3.881397e+00, -1.551393e+00, 1.307993e-01
5.790026e-01, -2.369555e-01, 7.643089e-01, 1.067864e+00, 1.980670e-01
3.871246e-01, -1.888079e-01, -1.660281e+00, 3.054876e-01, 3.308030e-02
4.874905e-01, -1.606715e-01, 8.443735e-01, -1.403804e+00, 2.510928e-02
8.407351e-01, 9.079041e-03, 8.356860e-01, 4.437751e-02, 3.805919e-02
-1.918780e-01, 4.814745e-02, -1.862280e+00, 6.937851e-01, 2.648728e-01
-9.151206e-02, 7.628381e-02, -2.817683e+00, -8.207881e-02, 2.382898e-01
2.617322e-01, 2.460343e-01, 2.846844e+00, -3.547920e+00, 3.758563e-01
1.003659e-01, 2.813647e-02, -2.395047e+00, 3.463281e+00, 5.819256e-02
4.536105e-01, 1.978869e-01, -1.695093e+00, -3.431941e-01, 6.538560e-02
3.532443e-01, 1.697505e-01, -1.287833e+00, 3.056735e+00, 9.259291e-02
1.331773e-01, -1.295402e-01, -3.589688e+00, 1.432211e-01, 9.442812e-02
-3.824412e-02, -5.292044e-02, 7.202156e+00, -6.883565e+00, 9.616279e-02
-5.364120e-01, 1.230864e-01, -3.419680e-01, 1.395687e+00, 3.079259e-02
4.203153e-02, -1.139110e-01, -2.694738e+00, -1.882830e+00, 3.587201e-01
-1.495006e-01, -6.574969e-02, 1.535748e+00, -3.684926e+00, 5.994670e-02
-4.918232e-02, -3.762041e-02, 9.558810e+00, 5.398800e+00, 7.979250e-02
3.034083e-01, 1.321045e-01, -3.126336e+00, 2.003522e+00, 8.033547e-02
-1.714208e-01, 7.661949e-02, -1.760601e+00, 2.078568e+00, 1.527145e-01
-6.695894e-01, 2.526264e-01, 5.936038e-01, -1.094420e+00, 6.145119e-02
-9.114531e-02, 1.562893e-02, 1.819465e+00, -1.410008e+00, 5.462106e-01
-2.826776e-01, 6.379035e-02, -1.841511e+00, 1.842756e+00, 9.775614e-02
-1.823595e-01, 9.191950e-02, -2.612345e+00, -1.853229e+00, 9.082865e-02
1.702312e-01, 2.616434e-01, -9.688098e-01, -2.067250e+00, 1.542659e-01
-4.981676e-01, 1.760069e-01, -1.542007e+00, 5.338914e-01, 4.753672e-02
8.027540e-02, -6.099063e-02, -4.298577e-01, -3.606904e+00, 4.779671e-01
-1.112563e-01, -1.282919e-02, 3.804141e+00, -1.421326e-01, 6.356986e-02
-1.093823e-02, 1.530001e-02, 2.631764e+00, 9.480789e+00, 9.317297e-02
3.416518e-01, 1.850248e-01, -4.059459e+00, -1.279987e+00, 1.341326e-01
5.784436e-01, -2.369976e-01, 9.507775e-01, 1.282453e+00, 1.553689e-01
3.869114e-01, -1.888360e-01, -1.640304e+00, 3.015173e-01, 3.683974e-02
4.872296e-01, -1.607068e-01, 9.205849e-01, -1.371171e+00, 2.569933e-02
8.398201e-01, 9.017955e-03, 8.395253e-01, -4.970738e-02, 4.109148e-02
-1.915319e-01, 4.816141e-02, -1.911093e+00, 1.302323e+00, 2.352080e-01
-9.121378e-02, 7.629048e-02, -2.801165e+00, -5.150055e-01, 1.847003e-01
2.613764e-01, 2.460152e-01, 2.086729e+00, -3.312890e+00, 3.511926e-01
1.003182e-01, 2.812920e-02, -2.652258e+00, 3.258218e+00, 5.535554e-02
4.529084e-01, 1.978539e-01, -1.654047e+00, -2.542499e-01, 6.386832e-02
3.525905e-01, 1.697248e-01, -8.585895e-01, 3.221955e+00, 6.298769e-02
1.325495e-01, -1.295502e-01, -3.543457e+00, 4.490924e-01, 1.254556e-01
-3.828060e-02, -5.291749e-02, 7.282423e+00, -6.888295e+00, 8.095736e-02
-5.361259e-01, 1.231279e-01, -3.112927e-01, 1.409565e+00, 2.886891e-02
4.171753e-02, -1.139143e-01, -2.606413e+00, -1.167516e+00, 2.963917e-01
-1.494439e-01, -6.573812e-02, 1.351497e+00, -3.725397e+00, 4.777328e-02
-4.917716e-02, -3.761659e-02, 9.960642e+00, 4.720488e+00, 1.041176e-01
3.027100e-01, 1.320808e-01, -3.199152e+00, 1.759348e+00, 9.102316e-02
-1.708294e-01, 7.663232e-02, -1.872427e+00, 1.837590e+00, 2.044505e-01
-6.686888e-01, 2.526760e-01, 5.065439e-01, -1.083144e+00, 5.649515e-02
-9.081914e-02, 1.563572e-02, 2.993368e+00, -2.128341e+00, 6.857274e-01
-2.819974e-01, 6.381138e-02, -1.846115e+00, 1.761611e+00, 1.023872e-01
-1.817273e-01, 9.193314e-02, -2.642194e+00, -1.835517e+00, 6.793500e-02
1.701933e-01, 2.616309e-01, -6.761233e-01, -2.227156e+00, 1.329954e-01
-4.978452e-01, 1.760455e-01, -1.427852e+00, 4.743334e-01, 4.889404e-02
7.999831e-02, -6.099689e-02, -8.552949e-01, -3.371162e+00, 4.260086e-01
-1.111634e-01, -1.282058e-02, 3.886858e+00, -4.489411e-01, 5.896266e-02
-1.089656e-02, 1.530086e-02, 3.280470e+00, 9.191627e+00, 1.198962e-01
3.409913e-01, 1.849981e-01, -3.948595e+00, -1.579944e+00, 1.483862e-01
5.778437e-01, -2.370425e-01, 1.010088e+00, 6.762390e-01, 1.747043e-01
3.866821e-01, -1.888659e-01, -1.629475e+00, 3.668205e-01, 3.568108e-02
4.869484e-01, -1.607446e-01, 8.752092e-01, -1.431447e+00, 2.164252e-02
8.388356e-01, 8.952596e-03, 8.607757e-01, 1.659311e-01, 3.816691e-02
-1.911619e-01, 4.817630e-02, -2.004854e+00, 1.153518e+00, 2.112768e-01
-9.089465e-02, 7.629760e-02, -3.146528e+00, -4.923402e-01, 1.698464e-01
2.609943e-01, 2.459949e-01, 1.794575e+00, -3.234180e+00, 3.205614e-01
1.002668e-01, 2.812143e-02, -2.534428e+00, 3.193305e+00, 6.248192e-02
4.521550e-01, 1.978186e-01, -1.674099e+00, -4.163574e-01, 5.895352e-02
3.518872e-01, 1.696972e-01, -1.290876e+00, 3.149155e+00, 7.482949e-02
-7.347786e-02, -1.264572e-02, -5.191511e+00, -1.861228e-01, 1.833754e-01
-3.830290e-02, -5.291563e-02, 6.908325e+00, -7.269513e+00, 2.192188e-01
-5.359487e-01, 1.231535e-01, -3.687869e-01, 1.382117e+00, 6.484536e-02
-1.494087e-01, -6.573091e-02, 1.314843e+00, -3.714911e+00, 4.259825e-02
-4.917386e-02, -3.761425e-02, 1.015760e+01, 4.726577e+00, 3.656535e-01
3.022839e-01, 1.320662e-01, -3.425835e+00, 1.985480e+00, 2.600760e-01
3.517500e-02, -4.026991e-02, -2.452649e+00, 3.023350e+00, 1.678866e-01
-4.624707e-01, 1.357992e-01, -7.677387e-01, -1.850587e+00, 5.489510e-02
-7.593083e-02, -5.308518e-02, 5.343436e+00, 7.517375e+00, 3.090087e-01
2.430402e-02, -2.496853e-02, -6.058911e+00, -4.183879e+00, 3.523526e-01
3.757616e-01, 1.447119e-01, 9.428646e-02, -1.967161e+00, 1.714217e-01
-4.976460e-01, 1.760691e-01, -1.495668e+00, 4.937526e-01, 1.404113e-01
-1.111059e-01, -1.281528e-02, 3.771801e+00, -2.758046e-01, 1.281227e-01
-1.087096e-02, 1.530138e-02, 2.907096e+00, 9.147921e+00, 2.574467e-01
3.405871e-01, 1.849818e-01, -3.903001e+00, -1.437770e+00, 1.565364e-01
3.865401e-01, -1.888844e-01, -1.541090e+00, 4.703886e-01, 9.196916e-02
4.867748e-01, -1.607677e-01, 7.590747e-01, -1.496889e+00, 9.406826e-02
8.382327e-01, 8.912728e-03, 9.818696e-01, -2.187135e-01, 1.117373e-01
1.002349e-01, 2.811666e-02, -2.577232e+00, 3.295014e+00, 1.417113e-01
4.516930e-01, 1.977971e-01, -1.792005e+00, -4.026334e-01, 1.654596e-01
3.514578e-01, 1.696804e-01, -1.225354e+00, 3.100290e+00, 1.909868e-01
1.982566e-01, 1.643462e-01, -1.207412e+00, -5.338108e+00, 2.593877e-01
1.572105e-01, 1.117631e-01, -3.097132e+00, -3.071371e+00, 4.866380e-01
5.942648e-02, 9.982838e-02, -3.871598e+00, 5.508399e+00, 2.483062e-01
-4.104398e-02, -5.258364e-02, 8.432680e+00, -6.123354e+00, 9.145810e-02
-1.388412e-01, -6.451874e-02, -1.179914e+00, -4.084893e+00, 4.554174e-02
-9.779646e-02, -1.193541e-02, 1.741589e+00, -2.798646e+00, 6.708800e-02
1.982707e-01, 1.643341e-01, -1.400524e+00, -4.933380e+00, 2.321640e-01
1.572130e-01, 1.117534e-01, -3.061303e+00, -3.341234e+00, 4.218159e-01
5.954499e-02, 9.982492e-02, -4.117806e+00, 5.631801e+00, 2.298359e-01
-4.105740e-02, -5.258064e-02, 8.551646e+00, -5.972505e+00, 1.288941e-01
-1.387251e-01, -6.450963e-02, -1.270252e+00, -4.054417e+00, 7.458529e-02
-9.766824e-02, -1.192899e-02, 1.712904e+00, -2.800619e+00, 7.884847e-02
-4.435871e-01, 1.803137e-01, 1.694156e+00, -7.835488e-01, 5.716570e-02
-9.661770e-02, -1.187737e-02, 2.526351e+00, -2.205438e+00, 8.885188e-02
-5.733756e-03, 1.537731e-02, 4.367152e+00, 9.166920e+00, 1.186776e-01
3.469374e-01, -1.921929e-01, -1.699595e-02, -3.035532e-01, 2.918618e-02
4.378531e-01, -1.649364e-01, -1.977409e-01, 2.089604e+00, 4.568134e-02
9.088632e-02, 2.725470e-02, -3.720499e+00, 3.211944e+00, 7.330602e-02
-3.092288e-02, -1.140280e-01, -1.376236e+00, 2.262846e+00, 4.590623e-01
-1.184612e-01, -6.335744e-02, -5.172259e+00, -9.986180e-01, 1.264413e-01
-4.187190e-02, -3.680856e-02, 1.130176e+01, 2.256169e+00, 2.612169e-01
-8.753787e-02, 5.067054e-02, -2.893540e+00, 2.010147e+00, 3.043361e-01
-1.094460e-02, 7.721960e-02, 1.022562e+00, -2.414394e+00, 2.163350e-01
7.659305e-02, 2.654911e-02, -6.725066e+00, -1.247219e+00, 1.031351e-01
1.935588e-01, 1.625763e-01, -1.484046e+00, -5.138781e+00, 2.503186e-01
1.522775e-01, 1.103647e-01, -3.535938e+00, -3.085161e+00, 5.350693e-01
1.624430e-01, 4.854971e-02, 1.906840e+00, -3.786182e+00, 1.017691e+00
7.522786e-02, 9.922434e-02, 1.448185e+00, 7.803030e+00, 1.882159e-01
1.517264e-01, 1.257699e-01, 6.613457e-01, -6.851491e+00, 2.182013e-01
-4.128110e-02, -5.221142e-02, 8.725893e+00, -6.206636e+00, 1.276767e-01
-3.111755e-02, -1.140266e-01, -8.237754e-01, 2.010115e+00, 2.416013e-01
-1.183302e-01, -6.335180e-02, -5.323179e+00, -7.371150e-01, 9.659598e-02
-4.183199e-02, -3.680641e-02, 1.093268e+01, 2.955751e+00, 1.092072e-01
1.016339e-02, -6.181514e-02, -3.426337e+00, 1.226836e+00, 4.038816e-01
-7.704894e-02, -1.114037e-02, -2.915456e+00, -3.638021e+00, 9.106045e-02
-5.508393e-04, 1.540507e-02, 6.722568e+00, 8.343010e+00, 1.384469e-01
-8.721405e-02, 5.067468e-02, -3.161673e+00, 2.001905e+00, 1.620811e-01
-1.071446e-02, 7.722005e-02, 6.209207e-01, -2.466297e+00, 1.377627e-01
7.649799e-02, 2.654546e-02, -6.670835e+00, -2.084331e+00, 1.041198e-01
1.934622e-01, 1.625616e-01, -1.382147e+00, -5.019774e+00, 2.525373e-01
1.521912e-01, 1.103532e-01, -4.967402e+00, -3.297337e+00, 5.161302e-01
1.620320e-01, 4.853730e-02, 1.636606e+00, -3.226595e+00, 9.089263e-01
7.534002e-02, 9.921869e-02, 1.560060e+00, 7.909911e+00, 2.105012e-01
1.516872e-01, 1.257585e-01, 8.456714e-01, -6.554812e+00, 2.454194e-01
-4.127106e-02, -5.220830e-02, 8.742580e+00, -6.152410e+00, 1.702246e-01
-3.143058e-02, -1.140243e-01, -7.467426e-01, 2.548687e+00, 2.270090e-01
-1.181221e-01, -6.334286e-02, -5.368598e+00, -5.561603e-01, 9.094534e-02
-4.177499e-02, -3.680326e-02, 1.061048e+01, 2.303188e+00, 2.597571e-01
9.840639e-03, -6.181598e-02, -4.049710e+00, 7.885573e-01, 3.095272e-01
-7.685110e-02, -1.113454e-02, -3.275516e+00, -3.360215e+00, 9.081794e-02
-5.039477e-04, 1.540512e-02, 7.143072e+00, 8.166717e+00, 2.415343e-01
-8.669175e-02, 5.068139e-02, -2.860544e+00, 1.974334e+00, 1.481603e-01
-1.034475e-02, 7.722092e-02, 6.945830e-01, -2.391928e+00, 1.520633e-01
7.634725e-02, 2.653969e-02, -6.737768e+00, -2.209176e+00, 1.555955e-01
1.933654e-01, 1.625471e-01, -1.053067e+00, -5.149321e+00, 2.822980e-01
1.521046e-01, 1.103418e-01, -4.782459e+00, -2.684330e+00, 5.193538e-01
1.616251e-01, 4.852507e-02, 1.640027e+00, -3.066089e+00, 7.721918e-01
7.545123e-02, 9.921306e-02, 1.646890e+00, 7.770805e+00, 2.075765e-01
1.516474e-01, 1.257471e-01, 7.663152e-01, -6.775443e+00, 2.279224e-01
-4.126081e-02, -5.220521e-02, 8.885246e+00, -5.866311e+00, 2.349226e-01
-3.174019e-02, -1.140221e-01, -9.613704e-01, 2.493267e+00, 2.093056e-01
-1.179142e-01, -6.333397e-02, -5.377007e+00, -4.449069e-01, 8.560799e-02
-4.171789e-02, -3.680012e-02, 1.053027e+01, 2.526614e+00, 3.548970e-01
9.520773e-03, -6.181678e-02, -3.660678e+00, 1.315053e+00, 3.592801e-01
-7.665339e-02, -1.112874e-02, -3.343817e+00, -3.536751e+00, 8.564220e-02
-4.570718e-04, 1.540517e-02, 7.218956e+00, 7.895669e+00, 2.284037e-01
-8.617390e-02, 5.068800e-02, -2.774649e+00, 2.126600e+00, 1.431494e-01
-9.977586e-03, 7.722177e-02, 5.955367e-01, -2.519831e+00, 1.389429e-01
7.619622e-02, 2.653393e-02, -6.525060e+00, -2.248850e+00, 1.450965e-01
1.932756e-01, 1.625338e-01, -1.508326e+00, -5.700596e+00, 7.205587e-01
1.520242e-01, 1.103313e-01, -4.886973e+00, -4.096838e+00, 6.135768e-01
1.612605e-01, 4.851416e-02, 2.822870e+00, -2.205889e+00, 9.855348e-01
7.555095e-02, 9.920802e-02, 1.531601e+00, 7.876370e+00, 2.167079e-01
1.516105e-01, 1.257366e-01, 6.205410e-01, -6.696999e+00, 2.794313e-01
-4.125090e-02, -5.220230e-02, 8.503950e+00, -7.515393e+00, 5.986403e-01
-3.202227e-02, -1.140199e-01, -6.508201e-01, 2.466358e+00, 1.908228e-01
-1.177217e-01, -6.332578e-02, -5.420847e+00, -1.535651e-01, 1.382371e-01
-4.166357e-02, -3.679703e-02, 1.050763e+01, 1.085612e+00, 8.395701e-01
9.226138e-03, -6.181748e-02, -4.056524e+00, 1.127828e+00, 4.406893e-01
-7.647083e-02, -1.112342e-02, -3.343926e+00, -3.479833e+00, 1.172934e-01
-4.125579e-04, 1.540522e-02, 7.695366e+00, 7.421171e+00, 2.686624e-01
-8.570934e-02, 5.069390e-02, -3.050234e+00, 2.281614e+00, 1.785861e-01
-9.640506e-03, 7.722257e-02, 4.716436e-01, -2.289161e+00, 1.837719e-01
7.605742e-02, 2.652867e-02, -6.700626e+00, -1.765489e+00, 1.177450e-01
-4.681494e-02, 1.709315e-01, 8.080027e-01, 2.586033e+00, 4.693105e-01
2.504213e-01, 5.520330e-02, 6.548995e-01, 2.274546e+00, 6.237475e-01
-8.324848e-02, 1.546765e-01, -1.351693e+00, 1.953399e+00, 6.448432e-01
-3.253713e-02, 1.171431e-01, 2.321385e-01, 2.796951e+00, 8.510268e-01
9.437895e-02, 6.279930e-02, 2.301956e+00, -7.627350e+00, 5.695410e-01
-7.930223e-02, 9.915523e-02, -1.556152e+00, -2.219349e-01, 5.567442e-01
-5.154202e-02, 1.314942e-01, -1.684701e+00, -1.439273e+00, 4.172960e-01
2.763942e-01, 3.236949e-01, -2.068524e+00, 2.983029e+00, 4.700573e-01
2.971675e-01, -1.157288e-01, 2.241391e+00, 7.325723e-01, 6.505239e-02
-3.643197e-02, -1.625549e-02, 5.978117e+00, 7.068314e+00, 5.552027e-01
1.427812e-02, -5.378864e-02, -4.026312e+00, 2.722780e+00, 9.347713e-02
1.411919e-01, -1.081322e-01, -2.855067e+00, -1.114979e+00, 5.572706e-02
-3.248196e-02, -7.177637e-02, -3.592601e+00, -7.071713e+00, 1.368376e-01
-4.726434e-03, -3.943758e-02, -2.494404e+00, -8.549113e+00, 3.031809e-01
3.231271e-01, 1.527624e-01, -2.712124e+00, 1.938997e+00, 9.727538e-02
-3.336259e-01, 9.947376e-02, 1.102495e+00, 1.651949e+00, 9.206987e-02
-2.829037e-01, 6.193994e-02, -8.137545e-01, 2.480838e+00, 1.064956e-01
-1.559630e-01, 7.594884e-03, -3.206187e+00, -1.380133e-03, 7.921926e-02
-3.297046e-01, 4.395303e-02, -2.487010e+00, -1.696035e+00, 1.149841e-01
-3.019119e-01, 7.629140e-02, -2.287276e+00, -2.122562e+00, 1.607010e-01
2.595240e-02, 2.684924e-01, -2.245874e+00, 2.010868e+00, 1.194890e-01
5.071029e-02, -3.753320e-02, 1.799433e+00, 2.071238e+00, 2.129394e-01
1.776243e-01, -9.187662e-02, -2.728408e+00, 1.874628e+00, 2.172142e-01
3.950417e-03, -5.552059e-02, -6.191135e+00, -9.867501e-01, 4.241232e-01
3.170570e-02, -2.318198e-02, -6.273334e+00, -1.696235e+00, 4.595722e-01
3.595907e-01, 1.690175e-01, 1.064360e+00, 3.109782e+00, 2.009863e-01
1.269142e-01, -5.434351e-02, -2.127544e+00, -7.789680e-02, 1.016264e-01
-4.676029e-02, -1.798751e-02, 4.505814e-01, 8.609645e+00, 2.046152e-01
-1.900460e-02, 1.435123e-02, -8.907165e-01, 9.442959e+00, 3.794806e-01
3.088663e-01, 2.065514e-01, 4.618408e+00, 1.840122e+00, 1.566390e-01
-1.736751e-01, 3.635600e-02, 1.029464e+00, -1.423752e-01, 6.740521e-02
-1.459189e-01, 6.869468e-02, 1.242084e+00, 5.178486e-01, 6.028799e-02
1.819204e-01, 2.608966e-01, -2.375131e+00, -1.275806e+00, 8.453067e-02
2.775561e-02, 3.233880e-02, 1.122303e+01, 4.427532e-01, 3.748686e-01
3.556747e-01, 2.245383e-01, 7.200967e-01, -4.764974e+00, 8.064486e-02
3.278754e-01, 1.921999e-01, -8.655583e-02, -4.660614e+00, 2.376942e-01
-4.640930e-02, 1.709350e-01, 5.785229e-01, 2.555078e+00, 3.697078e-01
2.509641e-01, 5.518849e-02, 4.615962e-01, 1.864972e+00, 4.036872e-01
-8.299373e-02, 1.546826e-01, -2.987656e+00, 1.883964e+00, 5.176631e-01
-3.221408e-02, 1.171455e-01, 5.180700e-01, 4.279793e+00, 9.628426e-01
9.485563e-02, 6.279265e-02, 1.457892e+00, -6.433539e+00, 5.155907e-01
-7.920455e-02, 9.916115e-02, -2.551299e+00, -2.978822e-01, 5.230798e-01
-5.123977e-02, 1.314979e-01, -1.226297e+00, -9.766232e-01, 3.608138e-01
2.772007e-01, 3.236792e-01, -2.314173e+00, 3.726130e+00, 3.501020e-01
2.973737e-01, -1.157466e-01, 2.248357e+00, 7.769471e-01, 4.660705e-02
-3.658436e-02, -1.625288e-02, 5.372007e+00, 7.909377e+00, 4.297169e-01
1.419544e-02, -5.378968e-02, -4.066257e+00, 2.642902e+00, 8.284626e-02
1.412653e-01, -1.081424e-01, -2.785117e+00, -1.236037e+00, 4.265407e-02
-3.279638e-02, -7.177407e-02, -3.868114e+00, -7.219374e+00, 1.643841e-01
-4.830267e-03, -3.943726e-02, -1.312774e+00, -8.819277e+00, 2.234479e-01
3.236101e-01, 1.527439e-01, -2.818039e+00, 2.021697e+00, 6.206791e-02
-3.339577e-01, 9.949363e-02, 1.056386e+00, 1.552509e+00, 8.426832e-02
-2.831780e-01, 6.195677e-02, -8.802165e-01, 2.364673e+00, 7.355214e-02
-1.561081e-01, 7.604154e-03, -3.275267e+00, -2.487746e-01, 5.394813e-02
-3.301704e-01, 4.397265e-02, -2.453215e+00, -1.503105e+00, 7.415557e-02
-3.022040e-01, 7.630938e-02, -2.064105e+00, -2.180264e+00, 9.883855e-02
2.623598e-02, 2.684914e-01, -2.248695e+00, 2.111873e+00, 7.641946e-02
5.077971e-02, -3.753685e-02, 1.912741e+00, 1.830139e+00, 1.423216e-01
1.778496e-01, -9.188938e-02, -2.742569e+00, 1.949322e+00, 1.689483e-01
3.788484e-03, -5.552090e-02, -6.597608e+00, -1.012970e-01, 3.000017e-01
3.175404e-02, -2.318427e-02, -6.398775e+00, -1.805130e+00, 3.362625e-01
3.601941e-01, 1.689968e-01, 1.080657e+00, 2.822185e+00, 1.572471e-01
1.270698e-01, -5.435261e-02, -2.077623e+00, -2.161184e-01, 1.157220e-01
-4.699139e-02, -1.798417e-02, 5.688305e-01, 8.554557e+00, 2.224060e-01
-1.902570e-02, 1.435260e-02, -1.839930e+00, 8.998261e+00, 2.441123e-01
3.094142e-01, 2.065338e-01, 4.452285e+00, 1.763606e+00, 8.682717e-02
-1.740616e-01, 3.636845e-02, 1.014914e+00, -1.297722e-01, 5.718531e-02
-1.460955e-01, 6.870518e-02, 1.142464e+00, 6.635592e-01, 5.496129e-02
1.823441e-01, 2.608859e-01, -2.545180e+00, -1.116257e+00, 5.750962e-02
2.796565e-02, 3.233685e-02, 1.105651e+01, 2.126075e+00, 3.566435e-01
3.564077e-01, 2.245179e-01, 1.088012e+00, -4.742245e+00, 1.496940e-01
3.284401e-01, 1.921811e-01, -3.874638e-01, -4.913289e+00, 8.800410e-02
-4.598741e-02, 1.709386e-01, 6.575549e-01, 1.978082e+00, 3.502231e-01
2.516442e-01, 5.516983e-02, 1.540832e+00, 2.213082e+00, 4.335543e-01
-8.272829e-02, 1.546888e-01, -2.558725e+00, 1.960191e+00, 4.961438e-01
-3.187677e-02, 1.171479e-01, -7.871447e-01, 3.892763e+00, 9.184519e-01
9.535411e-02, 6.278566e-02, 2.697627e+00, -6.157696e+00, 4.513660e-01
-7.910597e-02, 9.916707e-02, -2.988925e+00, 5.694193e-01, 5.473581e-01
-5.092422e-02, 1.315018e-01, -1.798601e+00, -8.661253e-01, 3.233023e-01
2.782512e-01, 3.236586e-01, -1.897332e+00, 4.241174e+00, 4.228791e-01
2.976303e-01, -1.157687e-01, 2.296330e+00, 7.236978e-01, 4.440567e-02
-3.674102e-02, -1.625018e-02, 5.527043e+00, 7.847088e+00, 2.861654e-01
1.411003e-02, -5.379076e-02, -3.974645e+00, 2.756218e+00, 1.188342e-01
1.413408e-01, -1.081529e-01, -2.744297e+00, -1.429396e+00, 5.435302e-02
-3.311929e-02, -7.177170e-02, -3.378257e+00, -7.119774e+00, 2.168971e-01
-4.937362e-03, -3.943692e-02, -2.167345e+00, -8.617720e+00, 1.261287e-01
3.242363e-01, 1.527199e-01, -2.564055e+00, 2.257391e+00, 1.102197e-01
-3.343719e-01, 9.951851e-02, 1.031070e+00, 1.547279e+00, 7.823571e-02
-2.835210e-01, 6.197790e-02, -8.507333e-01, 2.475533e+00, 1.018465e-01
-1.562897e-01, 7.615809e-03, -3.111349e+00, -5.181906e-01, 6.096084e-02
-3.307511e-01, 4.399722e-02, -2.407372e+00, -1.767598e+00, 8.542754e-02
-3.025683e-01, 7.633194e-02, -2.268760e+00, -2.069439e+00, 5.595287e-02
2.660656e-02, 2.684896e-01, -1.961299e+00, 2.311991e+00, 1.010252e-01
5.085123e-02, -3.754064e-02, 2.078205e+00, 1.844839e+00, 1.114211e-01
1.780821e-01, -9.190265e-02, -2.874865e+00, 1.761787e+00, 9.089736e-02
3.621866e-03, -5.552122e-02, -6.415072e+00, -5.253874e-01, 3.302730e-01
3.180380e-02, -2.318663e-02, -6.535702e+00, -1.136659e+00, 2.074900e-01
3.609783e-01, 1.689700e-01, 1.343088e+00, 2.618814e+00, 1.671389e-01
1.272310e-01, -5.436208e-02, -2.084319e+00, -3.964282e-01, 1.123154e-01
-4.722963e-02, -1.798071e-02, -2.176915e-01, 8.260168e+00, 3.299910e-01
-1.904745e-02, 1.435401e-02, -1.552581e+00, 9.049403e+00, 1.341191e-01
3.101276e-01, 2.065108e-01, 4.705338e+00, 1.542978e+00, 1.949099e-01
-1.744608e-01, 3.638138e-02, 1.060422e+00, -3.017008e-01, 7.241911e-02
-1.462784e-01, 6.871609e-02, 1.247152e+00, 4.719813e-01, 4.368639e-02
1.828962e-01, 2.608724e-01, -2.654023e+00, -5.363508e-01, 1.026483e-01
2.818216e-02, 3.233481e-02, 1.086144e+01, 6.446663e-01, 3.835637e-01
3.573581e-01, 2.244914e-01, 1.790352e-01, -4.856056e+00, 1.204730e-01
3.291749e-01, 1.921566e-01, -5.498497e-01, -4.667914e+00, 1.643306e-01
