M  = 7648
NX = 200
NY = 200

u_rad, v_rad, vis_r, vis_i, noise_std_dev
6.960488e-02, 1.169047e-01, -3.427599e+00, 4.530853e+00, 3.955642e-01
-3.660653e-01, 2.789185e-01, 1.201229e+00, 1.283589e+00, 2.941076e-01
2.154158e-01, 5.925863e-02, -6.552999e-01, -3.110072e+00, 5.116938e-01
-3.475176e-02, 1.006636e-01, -2.126215e+00, 2.686616e+00, 3.056132e-01
4.844220e-02, 1.317518e-01, -5.372514e-01, -3.035203e+00, 1.684859e-01
5.150663e-01, 3.148782e-01, 4.359837e-01, 2.716773e+00, 1.973677e-01
3.074222e-01, -1.230469e-01, 1.853447e+00, -9.963327e-01, 4.916369e-02
-7.319715e-02, -1.499208e-02, -5.554901e+00, 6.127339e-01, 6.377096e-02
-1.290558e-02, -5.389175e-02, -3.444997e+00, -7.012062e+00, 8.330880e-02
-4.485752e-01, 1.081219e-01, -8.786440e-01, 7.777792e-01, 4.337836e-02
1.329053e-01, -1.115376e-01, -1.917562e+00, -2.263494e+00, 6.382459e-02
-1.172653e-01, -7.013283e-02, -5.037113e+00, 3.723568e+00, 6.787448e-02
-3.406827e-02, -3.904460e-02, 1.138564e+01, -2.096726e+00, 7.354922e-02
4.325561e-01, 1.440820e-01, 5.922763e-02, 1.510567e+00, 3.792351e-02
-3.806192e-01, 1.080549e-01, -4.778355e-01, -1.284414e+00, 4.409085e-02
-3.203275e-01, 6.915521e-02, -8.682071e-01, -2.941227e+00, 8.673267e-02
-7.559944e-01, 2.311688e-01, -1.367735e+00, 5.418788e-01, 4.606474e-02
-1.745162e-01, 1.150932e-02, -4.415401e-01, -2.045894e+00, 9.692730e-02
-4.246851e-01, 5.291423e-02, -1.274054e+00, -9.391678e-01, 5.541368e-02
-3.414902e-01, 8.400241e-02, 2.169810e+00, 6.226067e-01, 5.690121e-02
1.251336e-01, 2.671284e-01, -2.059005e+00, 1.692247e+00, 8.980874e-02
6.029159e-02, -3.889961e-02, 3.136073e+00, -2.314426e-02, 4.815281e-02
-3.753782e-01, 1.231140e-01, -8.577028e-01, 8.822332e-01, 3.888684e-02
2.061024e-01, -9.654571e-02, 1.728402e+00, 1.538062e+00, 5.151663e-02
-4.406757e-02, -5.514080e-02, 9.289217e+00, -4.816227e+00, 1.261003e-01
3.912890e-02, -2.405250e-02, -5.403413e+00, 1.018866e+00, 5.848237e-02
5.057534e-01, 1.590742e-01, -1.354084e+00, -1.772105e+00, 4.052838e-02
-4.356698e-01, 1.620136e-01, -3.955548e-01, -1.990694e+00, 5.669251e-02
1.458111e-01, -5.764594e-02, 3.705729e-01, 6.717239e-01, 1.073680e-01
-1.043591e-01, -1.624118e-02, 2.247292e+00, -2.277961e+00, 7.391872e-02
-2.116269e-02, 1.484718e-02, -1.594720e+00, 8.662999e+00, 7.657398e-02
4.454618e-01, 1.979739e-01, 3.297518e-01, -1.853005e+00, 6.451702e-02
5.814810e-01, -2.196598e-01, -1.306028e+00, 9.090046e-01, 6.562062e-02
3.313157e-01, -1.782551e-01, -9.185577e-01, -1.614399e-01, 4.707081e-02
4.145074e-01, -1.471666e-01, -1.233754e+00, -4.965234e-01, 3.332285e-02
8.811315e-01, 3.596007e-02, 8.884025e-01, -4.423945e-01, 3.930605e-02
-2.501697e-01, 4.140489e-02, 4.776599e-01, -2.038738e+00, 8.216529e-02
-1.669737e-01, 7.249308e-02, -8.329336e-01, 2.349242e+00, 5.625652e-02
2.996507e-01, 2.556197e-01, -3.690979e+00, -9.360401e-01, 1.027802e-01
8.319646e-02, 3.108837e-02, -5.757603e+00, -2.567101e+00, 8.188838e-02
5.498221e-01, 2.142147e-01, 1.568996e-01, -1.969630e+00, 5.165826e-02
4.666244e-01, 1.831265e-01, -6.780216e-01, 1.349107e+00, 4.438112e-02
8.290668e-02, 1.707900e-01, 7.966981e-01, -2.342657e+00, 2.065457e-01
3.901292e-01, 4.772019e-02, -2.444914e-01, -2.549278e+00, 3.057350e-01
9.634613e-03, 1.558039e-01, -2.594851e+00, 1.705169e+00, 2.408970e-01
6.991424e-02, 1.168995e-01, -3.641983e+00, 5.127695e+00, 4.531102e-01
-3.663750e-01, 2.789460e-01, 1.248724e+00, 1.093031e+00, 2.802479e-01
2.156812e-01, 5.924256e-02, -8.004573e-01, -3.586312e+00, 4.369848e-01
-3.456679e-02, 1.006662e-01, -2.004043e+00, 2.879529e+00, 3.072240e-01
4.875981e-02, 1.317482e-01, -3.749442e-01, -2.854655e+00, 2.220371e-01
5.155215e-01, 3.148398e-01, 9.976166e-01, 2.541354e+00, 2.632408e-01
3.072242e-01, -1.230700e-01, 1.691417e+00, -1.270319e+00, 6.528847e-02
-7.327187e-02, -1.498661e-02, -4.969243e+00, 2.329757e+00, 1.539696e-01
-1.299225e-02, -5.389080e-02, -4.408453e+00, -6.438378e+00, 7.086590e-02
-4.492816e-01, 1.081554e-01, -7.091403e-01, 8.439492e-01, 2.871454e-02
1.327745e-01, -1.115476e-01, -2.157359e+00, -2.238217e+00, 6.257123e-02
-1.174773e-01, -7.012407e-02, -4.806386e+00, 3.929986e+00, 7.651539e-02
-3.414642e-02, -3.904207e-02, 1.114230e+01, -2.487873e+00, 1.111378e-01
4.326150e-01, 1.440496e-01, 2.919228e-01, 1.492807e+00, 4.970322e-02
-3.804957e-01, 1.080834e-01, -7.260464e-01, -1.184315e+00, 5.552204e-02
-3.202162e-01, 6.917926e-02, -9.941801e-01, -2.836741e+00, 9.141407e-02
-7.565028e-01, 2.312254e-01, -1.389006e+00, 4.398678e-01, 5.232932e-02
-1.744490e-01, 1.152241e-02, -4.110665e-01, -1.952616e+00, 8.287875e-02
-4.246994e-01, 5.294610e-02, -1.274880e+00, -9.763111e-01, 6.338167e-02
-3.413705e-01, 8.402798e-02, 2.157659e+00, 8.183105e-01, 6.193186e-02
1.253907e-01, 2.671191e-01, -1.989154e+00, 1.707019e+00, 1.292703e-01
6.027963e-02, -3.890413e-02, 3.137412e+00, 5.277539e-01, 1.064750e-01
-3.760094e-01, 1.231420e-01, -1.050675e+00, 6.173738e-01, 5.255296e-02
2.060464e-01, -9.656115e-02, 1.319591e+00, 1.906851e+00, 8.226121e-02
-4.420462e-02, -5.513753e-02, 1.034594e+01, -2.231100e+00, 3.454436e-01
3.912540e-02, -2.405542e-02, -5.498548e+00, -5.911735e-01, 1.747021e-01
5.058869e-01, 1.590364e-01, -1.058365e+00, -1.991523e+00, 1.027742e-01
-4.362892e-01, 1.620461e-01, -2.198269e-01, -2.026873e+00, 6.213183e-02
1.457670e-01, -5.765686e-02, 2.049444e-01, 7.176681e-01, 1.017332e-01
-1.044841e-01, -1.623337e-02, 2.374700e+00, -2.148794e+00, 8.191692e-02
-2.115422e-02, 1.484876e-02, -2.608314e+00, 8.548489e+00, 1.071563e-01
4.456072e-01, 1.979406e-01, 2.142157e-01, -1.869156e+00, 6.778489e-02
5.820560e-01, -2.197032e-01, -1.379441e+00, 1.021480e+00, 7.086207e-02
3.318111e-01, -1.782799e-01, -8.764610e-01, -1.530121e-01, 4.136121e-02
4.151343e-01, -1.471974e-01, -1.195633e+00, -6.449663e-01, 3.646073e-02
8.818965e-01, 3.589420e-02, 8.569593e-01, -4.984403e-01, 3.628713e-02
-2.502506e-01, 4.142364e-02, 3.175980e-01, -1.942729e+00, 6.807841e-02
-1.669211e-01, 7.250558e-02, -8.806822e-01, 2.368993e+00, 5.506769e-02
2.998403e-01, 2.555973e-01, -3.614024e+00, -6.638487e-01, 1.087968e-01
8.332989e-02, 3.108216e-02, -5.757038e+00, -2.756951e+00, 8.864073e-02
5.500927e-01, 2.141735e-01, -1.377068e-01, -2.000690e+00, 6.016690e-02
4.667614e-01, 1.830917e-01, -5.135355e-01, 1.516432e+00, 4.427309e-02
8.330279e-02, 1.707839e-01, 6.693425e-01, -2.484426e+00, 2.668869e-01
3.903263e-01, 4.769088e-02, -4.709024e-01, -2.326950e+00, 2.714631e-01
9.956144e-03, 1.558033e-01, -2.412498e+00, 1.563022e+00, 2.400783e-01
7.022347e-02, 1.168944e-01, -3.425789e+00, 4.713032e+00, 4.932852e-01
-3.666826e-01, 2.789733e-01, 1.014585e+00, 1.629482e+00, 2.776825e-01
2.159452e-01, 5.922647e-02, -6.497862e-01, -3.957268e+00, 5.855946e-01
-3.438247e-02, 1.006688e-01, -1.791301e+00, 2.580758e+00, 3.051519e-01
4.907778e-02, 1.317447e-01, -5.233038e-01, -2.888036e+00, 1.921045e-01
5.159743e-01, 3.148012e-01, 1.014316e+00, 2.735147e+00, 2.500698e-01
3.070236e-01, -1.230932e-01, 1.802132e+00, -1.082269e+00, 4.458615e-02
-7.334631e-02, -1.498113e-02, -5.191045e+00, 1.828018e+00, 1.105552e-01
-1.307896e-02, -5.388984e-02, -4.010819e+00, -6.658080e+00, 6.599107e-02
-4.499860e-01, 1.081889e-01, -8.136043e-01, 8.422951e-01, 3.067786e-02
1.326430e-01, -1.115576e-01, -1.924742e+00, -2.154408e+00, 7.381897e-02
-1.176880e-01, -7.011534e-02, -5.304699e+00, 3.160297e+00, 4.701549e-02
-3.422456e-02, -3.903952e-02, 1.120245e+01, -2.670972e+00, 8.384067e-02
4.326721e-01, 1.440171e-01, 2.238640e-01, 1.495525e+00, 5.257432e-02
-3.803700e-01, 1.081121e-01, -6.607464e-01, -1.139843e+00, 5.636938e-02
-3.201027e-01, 6.920333e-02, -9.826159e-01, -2.834401e+00, 7.071069e-02
-7.570091e-01, 2.312821e-01, -1.335932e+00, 3.408659e-01, 4.780624e-02
-1.743808e-01, 1.153554e-02, -3.265998e-01, -1.988901e+00, 8.550470e-02
-4.247112e-01, 5.297795e-02, -1.111715e+00, -1.119242e+00, 4.824322e-02
-3.412484e-01, 8.405373e-02, 2.222858e+00, 6.270155e-01, 4.747087e-02
1.256481e-01, 2.671097e-01, -1.947837e+00, 1.916781e+00, 8.384920e-02
6.026735e-02, -3.890865e-02, 3.091909e+00, 4.385182e-01, 8.386357e-02
-3.766390e-01, 1.231700e-01, -1.025135e+00, 5.455067e-01, 3.567945e-02
2.059894e-01, -9.657659e-02, 1.388342e+00, 1.830957e+00, 6.737618e-02
-4.434096e-02, -5.513426e-02, 1.047808e+01, -1.740288e+00, 1.888257e-01
3.912171e-02, -2.405836e-02, -5.602053e+00, 5.743564e-02, 1.013350e-01
5.060180e-01, 1.589985e-01, -1.141652e+00, -1.894514e+00, 9.732793e-02
-4.369064e-01, 1.620787e-01, -4.897783e-02, -2.080363e+00, 5.006353e-02
1.457221e-01, -5.766778e-02, 3.134948e-01, 7.700644e-01, 1.258386e-01
-1.046082e-01, -1.622559e-02, 2.672379e+00, -1.905217e+00, 5.976994e-02
-2.114563e-02, 1.485035e-02, -2.015868e+00, 8.707655e+00, 9.642551e-02
4.457509e-01, 1.979072e-01, 1.828087e-01, -1.862312e+00, 7.402579e-02
5.826277e-01, -2.197467e-01, -1.250800e+00, 1.043197e+00, 5.520320e-02
3.323026e-01, -1.783045e-01, -8.051935e-01, -2.596317e-01, 4.156794e-02
4.157606e-01, -1.472284e-01, -1.343550e+00, -4.750219e-01, 3.523001e-02
8.826571e-01, 3.582830e-02, 7.401113e-01, -6.460291e-01, 4.097580e-02
-2.503297e-01, 4.144231e-02, 6.629444e-01, -1.940176e+00, 7.933044e-02
-1.668678e-01, 7.251811e-02, -8.762449e-01, 2.420711e+00, 4.224611e-02
3.000285e-01, 2.555749e-01, -3.746849e+00, -6.959463e-01, 1.217814e-01
8.346264e-02, 3.107596e-02, -6.036966e+00, -1.676377e+00, 6.029856e-02
5.503602e-01, 2.141323e-01, -2.542745e-01, -1.993622e+00, 6.797639e-02
4.668965e-01, 1.830567e-01, -5.672582e-01, 1.422428e+00, 4.976329e-02
8.369686e-02, 1.707778e-01, 2.350365e-01, -2.480434e+00, 2.064010e-01
3.905214e-01, 4.766159e-02, -4.178313e-01, -2.206973e+00, 2.808700e-01
1.027706e-02, 1.558026e-01, -2.420932e+00, 1.447477e+00, 2.339543e-01
7.053167e-02, 1.168892e-01, -4.368622e+00, 4.816000e+00, 4.551089e-01
-3.669879e-01, 2.790005e-01, 1.083440e+00, 1.723568e+00, 2.901799e-01
2.162083e-01, 5.921037e-02, -1.130154e+00, -3.299744e+00, 5.117321e-01
-3.419918e-02, 1.006714e-01, -2.079131e+00, 2.411660e+00, 2.528331e-01
4.939515e-02, 1.317410e-01, -8.839019e-01, -3.120600e+00, 2.038260e-01
5.164236e-01, 3.147627e-01, 5.059696e-01, 2.561490e+00, 2.428440e-01
3.068222e-01, -1.231163e-01, 1.789998e+00, -1.052515e+00, 4.235404e-02
-7.342010e-02, -1.497566e-02, -5.054379e+00, 2.319636e+00, 1.546625e-01
-1.316524e-02, -5.388889e-02, -4.006111e+00, -6.654615e+00, 6.612024e-02
-4.506851e-01, 1.082223e-01, -9.338348e-01, 8.017176e-01, 3.341193e-02
1.325112e-01, -1.115675e-01, -1.854384e+00, -2.343199e+00, 5.557491e-02
-1.178963e-01, -7.010659e-02, -5.312762e+00, 3.032601e+00, 4.242223e-02
-3.430230e-02, -3.903698e-02, 1.123165e+01, -2.488095e+00, 7.049420e-02
4.327267e-01, 1.439848e-01, 2.331468e-01, 1.462107e+00, 4.095711e-02
-3.802426e-01, 1.081407e-01, -7.932223e-01, -1.134437e+00, 4.132633e-02
-3.199881e-01, 6.922745e-02, -1.050226e+00, -2.815011e+00, 7.494929e-02
-7.575111e-01, 2.313389e-01, -1.389392e+00, 3.917756e-01, 4.118000e-02
-1.743117e-01, 1.154867e-02, -3.229631e-01, -1.993735e+00, 7.168306e-02
-4.247199e-01, 5.300966e-02, -1.064735e+00, -1.134367e+00, 4.554671e-02
-3.411247e-01, 8.407944e-02, 2.157450e+00, 6.857310e-01, 3.900890e-02
1.259048e-01, 2.671002e-01, -1.952639e+00, 1.911403e+00, 6.072222e-02
6.025480e-02, -3.891315e-02, 3.043748e+00, 8.167657e-01, 1.060439e-01
-3.772653e-01, 1.231980e-01, -1.080211e+00, 4.284651e-01, 4.676587e-02
2.059313e-01, -9.659203e-02, 1.128395e+00, 2.079147e+00, 1.008309e-01
-4.447628e-02, -5.513099e-02, 1.053432e+01, -6.288323e-01, 2.932471e-01
3.911784e-02, -2.406129e-02, -5.545027e+00, -5.298102e-01, 1.654736e-01
5.061467e-01, 1.589607e-01, -1.079929e+00, -2.063413e+00, 7.251025e-02
-4.375196e-01, 1.621112e-01, -4.555864e-02, -2.120892e+00, 5.824018e-02
1.456765e-01, -5.767870e-02, 1.977894e-01, 7.515077e-01, 1.201434e-01
-1.047310e-01, -1.621786e-02, 2.666990e+00, -1.875467e+00, 5.970969e-02
-2.113695e-02, 1.485193e-02, -2.122844e+00, 8.719771e+00, 8.824701e-02
4.458919e-01, 1.978739e-01, 2.077637e-01, -1.833009e+00, 5.808689e-02
5.831964e-01, -2.197901e-01, -1.073399e+00, 1.069741e+00, 6.198186e-02
3.327892e-01, -1.783290e-01, -8.214844e-01, -2.303261e-01, 3.031990e-02
4.163836e-01, -1.472594e-01, -1.330956e+00, -4.742200e-01, 3.687481e-02
8.834119e-01, 3.576252e-02, 7.201022e-01, -6.432593e-01, 3.607975e-02
-2.504076e-01, 4.146086e-02, 5.493621e-01, -2.055486e+00, 7.228940e-02
-1.668135e-01, 7.253062e-02, -8.273718e-01, 2.431233e+00, 5.910326e-02
3.002153e-01, 2.555524e-01, -3.794352e+00, -3.231921e-01, 1.085896e-01
8.359421e-02, 3.106978e-02, -6.093596e+00, -1.700035e+00, 5.154931e-02
5.506230e-01, 2.140915e-01, -3.182046e-01, -1.956287e+00, 4.852770e-02
4.670290e-01, 1.830217e-01, -5.325333e-01, 1.467472e+00, 4.351070e-02
8.396054e-02, 1.707738e-01, 9.867480e-01, -2.811887e+00, 3.111453e-01
3.906493e-01, 4.764225e-02, -4.298520e-01, -2.021181e+00, 6.522236e-01
1.049132e-02, 1.558019e-01, -1.671566e+00, 2.501518e+00, 2.911674e-01
7.073748e-02, 1.168856e-01, -4.114576e+00, 6.133610e+00, 7.794679e-01
-3.671911e-01, 2.790186e-01, 1.622299e-02, 1.656183e+00, 4.600403e-01
2.163834e-01, 5.919958e-02, 2.710945e-01, -2.221379e+00, 7.086956e-01
-3.407587e-02, 1.006730e-01, -1.233300e+00, 2.956263e+00, 3.791377e-01
4.960650e-02, 1.317386e-01, -5.453666e-01, -2.828279e+00, 3.282007e-01
5.167226e-01, 3.147371e-01, 7.300394e-01, 2.490729e+00, 3.062446e-01
3.066881e-01, -1.231316e-01, 1.804002e+00, -1.076956e+00, 1.241336e-01
-7.346929e-02, -1.497200e-02, -3.923587e+00, 3.742312e+00, 3.294447e-01
-1.322299e-02, -5.388823e-02, -3.798194e+00, -6.818942e+00, 1.569304e-01
-4.511518e-01, 1.082447e-01, -1.007953e+00, 6.121176e-01, 8.322254e-02
1.324227e-01, -1.115742e-01, -2.159221e+00, -2.162851e+00, 1.413586e-01
-1.180363e-01, -7.010087e-02, -3.881687e+00, 4.830545e+00, 1.881308e-01
-3.435415e-02, -3.903523e-02, 1.136555e+01, -1.887857e+00, 1.818181e-01
4.327621e-01, 1.439632e-01, 4.157700e-01, 1.387994e+00, 7.870755e-02
-3.801576e-01, 1.081596e-01, -1.059916e+00, -8.327368e-01, 8.856411e-02
-3.199113e-01, 6.924338e-02, -6.807899e-01, -2.823491e+00, 1.451049e-01
-7.578410e-01, 2.313764e-01, -1.536206e+00, 1.304676e-01, 6.909662e-02
-1.742656e-01, 1.155735e-02, -5.428806e-01, -2.021348e+00, 1.617829e-01
-4.247247e-01, 5.303073e-02, -1.381095e+00, -6.494079e-01, 9.381709e-02
-3.410424e-01, 8.409638e-02, 2.108453e+00, 8.415443e-01, 1.243623e-01
1.260740e-01, 2.670947e-01, -1.919376e+00, 2.064897e+00, 1.352649e-01
6.024628e-02, -3.891623e-02, 2.490422e+00, 1.887372e+00, 1.234389e-01
-3.776826e-01, 1.232167e-01, -1.154433e+00, -9.789710e-02, 5.943279e-02
2.058920e-01, -9.660225e-02, 7.341638e-01, 2.238237e+00, 1.849790e-01
-4.456705e-02, -5.512886e-02, 1.055493e+01, -1.192353e+00, 4.192712e-01
3.911516e-02, -2.406323e-02, -4.733751e+00, -2.435699e+00, 3.701630e-01
5.062314e-01, 1.589352e-01, -3.786892e-01, -2.191248e+00, 1.095945e-01
-4.379288e-01, 1.621330e-01, 3.963562e-01, -2.073011e+00, 7.282247e-02
1.456457e-01, -5.768602e-02, 3.477070e-01, 9.925608e-01, 2.202242e-01
-1.048133e-01, -1.621264e-02, 1.588403e+00, -2.792121e+00, 1.008709e-01
-2.113111e-02, 1.485299e-02, -2.227524e+00, 8.483232e+00, 2.439015e-01
4.459851e-01, 1.978514e-01, 5.525056e-02, -1.890312e+00, 1.147188e-01
5.835751e-01, -2.198189e-01, -6.200552e-01, 1.302719e+00, 1.037772e-01
3.331152e-01, -1.783456e-01, -7.636519e-01, 2.637403e-01, 5.882639e-02
4.167979e-01, -1.472800e-01, -1.403507e+00, -2.429674e-01, 6.460849e-02
8.839141e-01, 3.571850e-02, 4.565126e-01, -8.704080e-01, 8.015602e-02
-2.504591e-01, 4.147338e-02, -1.101319e-02, -2.027031e+00, 1.228228e-01
-1.667768e-01, 7.253904e-02, -1.174394e+00, 2.411517e+00, 1.318648e-01
3.003394e-01, 2.555375e-01, -3.856753e+00, -4.642201e-01, 2.175913e-01
8.368222e-02, 3.106563e-02, -4.901026e+00, -4.082570e+00, 1.918039e-01
5.507983e-01, 2.140641e-01, 1.884789e-01, -1.964551e+00, 9.144167e-02
4.671163e-01, 1.829984e-01, -2.717317e-01, 1.505800e+00, 9.131471e-02
1.304528e-01, 1.697539e-01, -2.738793e+00, 5.429286e+00, 1.870964e-01
3.997488e-01, 4.384228e-02, -1.438973e+00, -1.757969e+00, 3.177631e-01
5.056134e-02, 1.555180e-01, 2.442021e+00, 8.122371e-01, 2.155376e-01
1.068526e-01, 1.160403e-01, 5.487651e+00, 2.889458e+00, 3.637826e-01
-3.912928e-01, 2.826605e-01, -1.242988e+00, 9.442367e-01, 1.970637e-01
2.410222e-01, 5.700539e-02, -3.075748e+00, 1.217253e+00, 7.708670e-01
-9.432989e-03, 1.008882e-01, 2.061024e+00, 1.619422e+00, 1.924524e-01
8.764803e-02, 1.310876e-01, -3.593690e+00, 5.014990e+00, 2.756639e-01
5.530558e-01, 3.095995e-01, 8.251461e-01, -1.923951e+00, 1.799336e-01
2.692959e-01, -1.259116e-01, -1.702696e-01, 3.188303e+00, 7.463562e-02
-7.989189e-02, -1.423586e-02, -4.310037e+00, -1.886568e+00, 8.752573e-02
-2.360093e-02, -5.371361e-02, 6.891866e-01, -8.871620e+00, 7.682693e-02
-5.217457e-01, 1.129066e-01, 1.676381e+00, 9.844249e-02, 4.419473e-02
1.105690e-01, -1.127485e-01, 6.789314e-01, -2.042680e+00, 1.648810e-01
-1.398858e-01, -6.886558e-02, -2.254815e+00, -3.734286e+00, 5.099201e-02
-4.280550e-02, -3.866614e-02, 1.130221e+01, 1.779593e+00, 3.283581e-01
4.226028e-01, 1.398456e-01, -6.196247e-01, 1.253382e+00, 5.717174e-02
-3.491875e-01, 1.116758e-01, -1.387189e+00, 7.843104e-01, 5.888337e-02
-2.928960e-01, 7.219805e-02, -2.914500e+00, 4.386220e-01, 9.188238e-02
-7.910409e-01, 2.388124e-01, 8.475408e-01, -9.444325e-01, 4.971121e-02
-1.587321e-01, 1.316274e-02, -2.393238e+00, -5.105567e-01, 2.026008e-01
-4.091818e-01, 5.704603e-02, -1.699358e+00, 1.302020e-01, 5.350013e-02
-3.121006e-01, 8.724553e-02, 5.448034e-01, -2.997499e+00, 9.577512e-02
1.532904e-01, 2.657576e-01, 1.957316e+00, 8.215193e-01, 6.780039e-02
5.629094e-02, -3.947775e-02, 2.861143e+00, 6.806318e-01, 9.217399e-02
-4.418544e-01, 1.271425e-01, -1.397858e+00, 5.494782e-01, 4.301374e-02
1.904607e-01, -9.851266e-02, 5.385391e-02, 2.598639e+00, 1.440296e-01
-5.999402e-02, -5.462971e-02, 1.056409e+01, 2.727287e+00, 1.196363e-01
3.708639e-02, -2.443028e-02, -5.588563e+00, 4.647408e-01, 2.279520e-01
5.024943e-01, 1.540815e-01, -1.432772e+00, -1.636376e+00, 7.238377e-02
-4.981458e-01, 1.666203e-01, -8.333180e-01, 1.264010e+00, 5.883573e-02
1.341695e-01, -5.903491e-02, -7.173282e-01, 1.058364e+00, 2.591252e-01
-1.162851e-01, -1.515194e-02, 3.784129e+00, 8.960765e-01, 7.712652e-02
-1.920454e-02, 1.504749e-02, -1.136239e+00, 8.950522e+00, 2.295893e-01
4.462032e-01, 1.935591e-01, -2.573438e-01, -1.765132e+00, 1.119588e-01
6.323090e-01, -2.256536e-01, 1.061029e+00, -1.041914e+00, 1.024093e-01
3.818599e-01, -1.817721e-01, -1.235101e+00, -5.491453e-01, 3.543349e-02
4.789412e-01, -1.515728e-01, 1.843259e+00, 2.945145e-01, 7.903466e-02
9.443134e-01, 2.695206e-02, -2.470566e-01, 1.370913e+00, 9.450036e-02
-2.504549e-01, 4.388295e-02, 9.930669e-01, -1.755687e+00, 1.241080e-01
-1.533741e-01, 7.408240e-02, 2.097746e-01, 1.580429e+00, 1.331606e-01
3.120343e-01, 2.525948e-01, -3.197518e+00, 2.077255e+00, 1.371919e-01
9.708058e-02, 3.019942e-02, -3.916637e+00, 2.462641e+00, 1.616248e-01
5.624886e-01, 2.087112e-01, -1.622459e+00, -1.090581e+00, 4.807909e-02
4.654077e-01, 1.785116e-01, -3.771349e-01, 1.486881e+00, 7.881998e-02
1.306945e-01, 1.697469e-01, -3.465621e+00, 4.650464e+00, 1.370855e-01
3.997109e-01, 4.382024e-02, -1.232904e+00, -1.579447e+00, 2.238867e-01
5.076999e-02, 1.555154e-01, 2.793999e+00, 9.607747e-01, 3.436251e-01
1.070386e-01, 1.160344e-01, 6.217899e+00, 3.933977e+00, 2.778734e-01
-3.913444e-01, 2.826821e-01, -1.473183e+00, 3.772648e-01, 1.248896e-01
2.411109e-01, 5.699214e-02, -1.710759e+00, -3.582923e-02, 5.813012e-01
-9.287093e-03, 1.008885e-01, 1.593467e+00, 2.229586e+00, 1.296439e-01
8.784952e-02, 1.310826e-01, -4.296463e+00, 4.600116e+00, 1.332228e-01
2.690160e-01, -1.259266e-01, 1.546508e-02, 3.191300e+00, 4.657922e-02
-7.991008e-02, -1.423173e-02, -4.299018e+00, -2.250575e+00, 1.438713e-01
-2.365599e-02, -5.371230e-02, -1.908253e-01, -8.919465e+00, 4.895055e-02
-5.220395e-01, 1.129353e-01, 1.598375e+00, 2.189589e-01, 3.037463e-02
1.104165e-01, -1.127546e-01, 8.469910e-01, -1.668624e+00, 1.216621e-01
-1.399815e-01, -6.885797e-02, -2.226018e+00, -3.775853e+00, 3.473860e-02
-4.284497e-02, -3.866379e-02, 1.129368e+01, 1.422236e+00, 1.031642e-01
-3.489427e-01, 1.116939e-01, -1.534033e+00, 6.509572e-01, 1.438137e-01
-2.926720e-01, 7.221425e-02, -2.814964e+00, 5.864269e-01, 6.584124e-02
-7.910565e-01, 2.388618e-01, 9.179376e-01, -8.768524e-01, 3.605839e-02
-1.585998e-01, 1.317189e-02, -2.430611e+00, -1.180738e+00, 1.278667e-01
-4.089978e-01, 5.706865e-02, -1.722435e+00, 7.717708e-02, 3.908911e-02
-3.118611e-01, 8.726277e-02, 5.656880e-01, -2.911571e+00, 4.898899e-02
5.625735e-02, -3.948070e-02, 3.027999e+00, 4.346409e-01, 1.490805e-01
-4.421117e-01, 1.271652e-01, -1.352745e+00, 5.639414e-01, 3.190870e-02
1.903359e-01, -9.852257e-02, -2.180529e-01, 2.966586e+00, 2.698661e-01
-6.006571e-02, -5.462661e-02, 1.099640e+01, 2.284325e+00, 2.219866e-01
3.706745e-02, -2.443219e-02, -5.624460e+00, 1.001515e+00, 3.070278e-01
-4.983833e-01, 1.666476e-01, -1.074614e+00, 1.124821e+00, 4.675287e-02
1.340724e-01, -5.904231e-02, -9.660406e-01, 3.203206e-01, 1.618526e-01
-1.163255e-01, -1.514556e-02, 3.605393e+00, 1.271496e+00, 4.889373e-02
-1.918900e-02, 1.504856e-02, -1.595041e+00, 8.784778e+00, 9.262484e-02
6.324555e-01, -2.256898e-01, 1.114544e+00, -7.520743e-01, 9.973469e-02
3.820575e-01, -1.817931e-01, -1.268752e+00, -5.498974e-01, 2.834903e-02
4.791945e-01, -1.515990e-01, 1.894146e+00, 1.173052e-01, 3.201353e-02
-2.503980e-01, 4.389676e-02, 7.154295e-01, -1.992231e+00, 8.541931e-02
-1.532616e-01, 7.409080e-02, 7.187908e-01, 1.915679e+00, 9.060921e-02
9.713648e-02, 3.019411e-02, -3.805970e+00, 2.691260e+00, 5.978230e-02
1.310229e-01, 1.697372e-01, -3.043740e+00, 5.103286e+00, 1.501403e-01
3.996580e-01, 4.379022e-02, -1.333924e+00, -1.309854e+00, 1.827824e-01
5.108573e-02, 1.555115e-01, 2.056502e+00, 5.721286e-01, 1.117536e-01
1.072919e-01, 1.160264e-01, 5.867099e+00, 3.913424e+00, 3.053359e-01
-3.914133e-01, 2.827114e-01, -1.375153e+00, 4.672311e-01, 1.500723e-01
2.412312e-01, 5.697410e-02, -3.206243e+00, 3.672114e-02, 5.646952e-01
-9.088373e-03, 1.008893e-01, 1.495063e+00, 2.235683e+00, 1.369071e-01
8.812420e-02, 1.310761e-01, -3.668184e+00, 5.151876e+00, 1.484187e-01
2.686343e-01, -1.259468e-01, -4.667201e-01, 3.174647e+00, 5.014123e-02
-7.993720e-02, -1.422550e-02, -4.126051e+00, -2.382300e+00, 8.358209e-02
